1678742328.15,-0.0977475532573
1678742328.24,-0.0969292168052
1678742328.34,-0.101437796868
1678742328.44,-0.097549072915
1678742328.55,-0.098364194593
1678742328.64,-0.100027075025
1678742328.74,-0.0997985735751
1678742328.84,-0.170189191001
1678742328.94,-0.193200083005
1678742329.06,-0.243265056775
1678742329.14,-0.254406203882
1678742329.24,-0.246224889182
1678742329.34,-0.244249727922
1678742329.44,-0.225283919448
1678742329.54,-0.243221051337
1678742329.64,-0.190125779614
1678742329.74,-0.146223433711
1678742329.84,-0.137895353899
1678742329.94,-0.123760030394
1678742330.04,-0.0966665349821
1678742330.14,-0.103918338062
1678742330.24,-0.0775865855784
1678742330.34,-0.0584083309356
1678742330.44,-0.0434264636905
1678742330.54,-0.0368452126601
1678742330.64,-0.012666867389
1678742330.74,-0.0289699274397
1678742330.84,0.0340772862311
1678742330.94,0.0353432790182
1678742331.04,0.0610978422648
1678742331.14,0.0844845989291
1678742331.24,0.0851641756545
1678742331.34,0.114368130037
1678742331.44,0.121017857225
1678742331.54,0.115892544701
1678742331.64,0.131118432727
1678742331.74,0.147518097103
1678742331.84,0.142617378656
1678742331.94,0.144183177508
1678742332.11,0.145149279686
1678742332.17,0.138644961611
1678742332.25,0.154247487263
1678742332.37,0.153963246466
1678742332.47,0.173069662052
1678742332.57,0.177433908318
1678742332.64,0.139397711578
1678742332.75,0.145612503642
1678742332.85,0.137093849233
1678742332.98,0.145554649289
1678742333.04,0.155299819965
1678742333.15,0.166672371296
1678742333.26,0.140249798
1678742333.35,0.137269030308
1678742333.44,0.132441902111
1678742333.56,0.108022941992
1678742333.65,0.104509296803
1678742333.75,0.092268412341
1678742333.84,0.098332801662
1678742333.95,0.0698193725194
1678742334.04,0.0753245201101
1678742334.17,0.0732659406621
1678742334.29,0.0742911016081
1678742334.34,0.0474504186866
1678742334.45,0.0324736341714
1678742334.54,0.0318598792169
1678742334.64,0.0256531931147
1678742334.75,0.031197232262
1678742334.84,0.0169443114737
1678742334.94,0.0258951044094
1678742335.04,0.0128455284795
1678742335.16,0.0160104271846
1678742335.24,0.00299170379251
1678742335.34,0.0047192887041
1678742335.46,0.0109158236329
1678742335.56,0.00296052201208
1678742335.66,0.0127079177432
1678742335.77,0.00712871935744
1678742335.86,0.000309226269457
1678742335.94,-0.00125788957026
1678742336.04,-0.00855209213554
1678742336.16,-0.000859802021347
1678742336.24,-0.0165975823787
1678742336.34,-0.00124114041158
1678742336.44,-0.0224029590975
1678742336.54,0.0033193434835
1678742336.64,0.0119516926999
1678742336.74,0.0229977705316
1678742336.84,0.0538523106776
1678742336.96,0.0127306029862
1678742337.08,0.0303955605897
1678742337.2,0.0428105011459
1678742337.31,0.041279047823
1678742337.34,0.0523251638923
1678742337.44,0.0343642179364
1678742337.54,0.0597219907501
1678742337.65,0.0242107982929
1678742337.75,0.06407137135
1678742337.84,0.062163163781
1678742337.95,0.0515532153287
1678742338.07,0.0708904817653
1678742338.17,0.0824546137745
1678742338.31,0.0717337879557
1678742338.37,0.0746068887637
1678742338.44,0.0805012419813
1678742338.56,0.0879546911551
1678742338.67,0.0667261411682
1678742338.74,0.0812322977643
1678742338.84,0.0706057801868
1678742338.95,0.0517593346068
1678742339.04,0.0545771095186
1678742339.14,0.0762818083183
1678742339.24,0.0863563761099
1678742339.34,0.0621980717089
1678742339.44,0.0574077775079
1678742339.56,0.0467448378286
1678742339.65,0.0769613964889
1678742339.74,0.0723330865003
1678742339.84,0.0644769717154
1678742339.97,0.0436316120451
1678742340.04,0.0583179371811
1678742340.14,0.055686787536
1678742340.25,0.0625474652685
1678742340.34,0.0610423898335
1678742340.44,0.0631504635375
1678742340.54,0.068554051241
1678742340.65,0.0553531262863
1678742340.74,0.0574830492008
1678742340.85,0.0585076418331
1678742340.99,0.0745484333
1678742341.07,0.0819015688203
1678742341.14,0.043349943867
1678742341.25,0.0456651635494
1678742341.34,0.0522883322681
1678742341.44,0.0522268124329
1678742341.54,0.0533899182633
1678742341.64,0.0802297308037
1678742341.74,0.0810128580615
1678742341.85,0.0375009033203
1678742341.94,0.0398071984631
1678742342.05,0.0391569386548
1678742342.14,0.0215986538323
1678742342.24,0.00415770138663
